Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
UnkRM,33,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555,0.08895555
UnkRM,34,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754,0.08798754
UnkRM,35,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781,0.08654781
UnkRM,36,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055,0.08543055
UnkRM,37,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046,0.085537046
UnkRM,38,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534,0.087831534
UnkRM,39,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527,0.08933527
UnkRM,40,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812,0.08971812
UnkRM,41,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144,0.0894144
UnkRM,42,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268,0.09066268
UnkRM,43,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998,0.09176998
UnkRM,44,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065,0.093627065
UnkRM,45,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307,0.09465307
UnkRM,46,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365,0.094306365
UnkRM,47,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516,0.09413516
UnkRM,48,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985,0.094199985
UnkRM,49,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765,0.094785765
UnkRM,50,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359,0.09647359
